0,Белая Гора (поселок городского типа)
0,Абый (село)
0,Кенг-Кюель (село)
0,Куберганя (село)
0,Деску (село)
0,Сутуруоха (село)
0,Сыаганнах (село)
0,Оттох-Атах (село)
2,Алдан (город)
2,Томмот (город)
2,Безымянный (поселок городского типа)
2,Большой Нимныр (поселок городского типа)
2,Верхний Куранах (село)
2,Верхняя Амга (село)
2,Заречный (село)
2,Кутана (село)
2,Лебединый (поселок городского типа)
2,Ленинский (поселок городского типа)
2,Нижний Куранах (поселок городского типа)
2,Угоян (село)
2,Улуу (село)
2,Хатыстыр (село)
2,Чагда (село)
2,Ыллымах (поселок городского типа)
2,Якокит (село)
2,Якокут (село)
2,Солнечный (микрорайон)
2,Алексеевск (микрорайон)
2,Дивный (микрорайон)
2,Синегорье (микрорайон)
2,Орочен 2-й (село)
2,Орочен 1-й (село)
3,Чокурдах (поселок городского типа)
3,Нычалах (село)
3,Оленегорск (село)
3,Русское Устье (село)
3,Чкалов (село)
3,Ойотунг (село)
3,Воронцово (село)
4,Амга (село)
4,Абага (село)
4,Алтанцы (село)
4,Бетюнцы (село)
4,Болугур (село)
4,Михайловка (село)
4,Мяндиги (село)
4,Оннес (село)
4,Покровка (село)
4,Сатагай (село)
4,Сулгаччы (село)
4,Чакыр 2-й (село)
4,Чапчылган (село)
4,Эмиссы (село)
4,Булун (село)
4,Ефремово (село)
4,Олом-Кюеле (село)
4,Уорай (село)
4,Промкомбинат (село)
4,Сэргэ-Бэс (село)
4,Тегюльтя (село)
5,Саскылах (село)
5,Эбелях (село)
5,Юрюнг-Хая (село)
6,Тикси 1-й (поселок городского типа)
6,Быковский (село)
6,Кюсюр (село)
6,Найба (село)
6,Намы (село)
6,Сиктях (село)
6,Таймылыр (село)
6,Усть-Оленек (село)
6,Тикси 3-й (поселок городского типа)
6,Чекуровка (село)
6,Склад (село)
6,Быковский (населенный пункт)
7,Верхневилюйск (село)
7,Андреевский (село)
7,Балаганнах (село)
7,Ботулу (село)
7,Быракан (село)
7,Куду уч-к (село)
7,Далыр (село)
7,Дюллюкю (село)
7,Харыялах (село)
7,Кетердех (село)
7,Кырыкый (село)
7,Май (село)
7,Харбала (село)
7,Сайылык (село)
7,Хомустах (село)
7,Липпе-Атах (село)
7,Оросу (село)
7,Багадя (село)
7,Тамалакан (село)
7,Оргет (село)
7,Туобуя (село)
7,Кюль (село)
7,Хомустах (село)
7,Хоро (село)
7,Кулусуннах уч-к (село)
7,Давыдов уч-к (поселок)
7,Кентик (село)
7,Кюлят уч-к (поселок)
7,Магассы (село)
7,Меик (село)
7,Нам (село)
7,Онхой (село)
7,Харбалах (село)
7,Булгунняхтах (село)
7,Тойоку (село)
7,Сургулук (село)
7,Суругулук (село)
7,Кентик (село)
7,Магассы (село)
7,Меик (село)
7,Нам (село)
7,Онхой (село)
7,Сургулук (село)
7,Тойоку (село)
7,Харбалах (село)
7,Булгунняхтах (село)
7,Бютейдях (село)
7,Быччагдан (село)
7,Ченгере (село)
7,Кенг-Кюель (село)
8,Зырянка (поселок городского типа)
8,Верхнеколымск (село)
8,Нелемное (село)
8,Угольное (село)
8,Усун-Кюель (село)
8,Утая (село)
9,Верхоянск (город)
9,Батагай (поселок городского типа)
9,Алысардах (село)
9,Бала (село)
9,Барылас (село)
9,Бетенкес (село)
9,Боронук (село)
9,Томтор Дулгалахского наслега (село)
9,Лазо (поселок городского типа)
9,Мачах (село)
9,Метяки (село)
9,Осохтох (село)
9,Сайды (село)
9,Столбы (село)
9,Суордах (село)
9,Сысы-Мейите (село)
9,Токума (село)
9,Томтор (село)
9,Улахан-Кюель (село)
9,Хайысардах (село)
9,Чолбон (село)
9,Черюмче (село)
9,Эсэ-Хайя (поселок городского типа)
9,Юнкюр (село)
9,Юттях (село)
9,Сентачан (село)
9,Усть-Чаркы (село)
9,Энгя-Сайылыга (село)
9,Юрдюк Кумах (село)
10,Вилюйск (город)
10,Балагаччы (село)
10,Бетюнг (село)
10,Екюндю (село)
10,Кысыл-Сыр (поселок городского типа)
10,Лекечен (село)
10,Тасагар (село)
10,Тымпы (село)
10,Хампа (село)
10,Илбенге (село)
10,Чай (село)
10,Эбя (село)
10,Кеданда (село)
10,Усун (село)
10,Кюлекянь (село)
10,Сатагай (село)
10,Тербяс (село)
10,Кюбяинде (село)
10,Кирово (село)
10,Тосу (село)
10,Сыдыбыл (село)
10,Чинеке (село)
10,Сосновка (населенный пункт)
10,Староватово (населенный пункт)
10,Кюнде (село)
11,Бердигестях (село)
11,Асыма (село)
11,Бясь-Кюель (село)
11,Дикимдя (село)
11,Ерт (село)
11,Кептин (село)
11,Кюерелях (село)
11,Магарас (село)
11,Орто-Сурт (село)
11,Май (село)
11,Чекя-Бясь (село)
11,Тонгулах (село)
11,Тысагаччы (село)
11,Эбя (село)
11,Улу-Сысы (село)
11,Харыялах (село)
12,Жиганск (село)
12,Баханай (село)
12,Бестях (село)
12,Кыстатыам (село)
12,Джарджан (село)
13,Сангар (поселок городского типа)
13,Аргас (село)
13,Арыктах (село)
13,Багадя (село)
13,Батамай (село)
13,Кальвица (село)
13,Кобяй (село)
13,Люксюгюн (село)
13,Мастах (село)
13,Промышленный (село)
13,Сайылык (село)
13,Себян-Кюель (село)
13,Сегян-Кюель (село)
13,Ситте (село)
13,Тыайа (село)
13,Чагда (село)
13,Арылах (село)
13,Хатырык-Хомо (село)
13,Хара (село)
13,Ойун-Унгуохтах (село)
13,Сага (село)
13,Быранатталах (село)
13,Мастах 2-й (село)
13,Авиапорт (село)
13,Смородичный (село)
14,Ленск (город)
14,Беченча (село)
14,Витим (поселок городского типа)
14,Дорожный (село)
14,Лесничество Крестовский Лесоучасток (село)
14,Натора (село)
14,Нюя Северная (село)
14,Нюя (село)
14,Орто-Нахара (село)
14,Пеледуй (поселок городского типа)
14,Салдыкель (село)
14,Толон (село)
14,Турукта (село)
14,Хамра (село)
14,Чамча (село)
14,Ярославский (село)
14,Мурья (село)
14,Мухтуя (микрорайон)
14,Нюйский (микрорайон)
14,Северный (микрорайон)
14,Мархинский (микрорайон)
14,Чанчик (микрорайон)
14,Алроса (микрорайон)
14,Спутник (микрорайон)
14,Звездный (микрорайон)
14,Светлый (микрорайон)
14,Разведчик (поселок городского типа)
14,Ханайдах (микрорайон)
14,Батамай (село)
14,Иннялы (село)
14,Алысардах (село)
15,Майя (село)
15,Балыктах (село)
15,Бедеме (село)
15,Беке (село)
15,Бырама (село)
15,Бютейдях (село)
15,Даркылах (село)
15,Елечей (село)
15,Ломтука (село)
15,Матта (село)
15,Нижний Бестях (поселок)
15,Нуорагана (село)
15,Павловск (село)
15,Петровка (село)
15,Рассолода (село)
15,Сото (село)
15,Суола (Морукский наслег) (село)
15,Суола (Мельжехсинский наслег) (село)
15,Сымах (село)
15,Табага (село)
15,Тарат (село)
15,Тектюр (село)
15,Телиги (село)
15,Томтор (село)
15,Тумул (село)
15,Тюнгюлю (село)
15,Хаптагай (село)
15,Хатылыма (село)
15,Хоробут (село)
15,Хочо (село)
15,Чюйя (село)
15,Хара (село)
15,Хапчагай (село)
15,Кердюген (село)
15,Беджелек (село)
15,Харба-Атах (село)
15,Хомустах (село)
16,Мирный (город)
16,Удачный (город)
16,Айхал (поселок городского типа)
16,Алмазный (поселок городского типа)
16,Арылах (село)
16,Заря (село)
16,Новый (село)
16,Полярный (село)
16,Светлый (поселок городского типа)
16,Сюльдюкар (село)
16,Тас-Юрях (село)
16,Чернышевский (поселок городского типа)
16,Березовка (село)
16,Олгуйдах (село)
16,Моркока (село)
17,Хонуу (село)
17,Буор-Сысы (село)
17,Кулун-Елбют (село)
17,Сасыр (село)
17,Соболох (село)
17,Чумпу-Кытыл (село)
17,Суон-Тит (село)
18,Намцы (село)
18,Аппаны (село)
18,Булус (село)
18,Бютяй-Юрдя (село)
18,Графский Берег (село)
18,Ергелех (село)
18,Крест-Кытыл (село)
18,Кысыл-Сыр (село)
18,Кюренг-Ат (село)
18,Никольский (село)
18,Партизан (село)
18,Столбы (село)
18,Сыгыннах (село)
18,Тумул (село)
18,Фрунзе (село)
18,Харыялах (село)
18,Хатас (село)
18,Хонгор-Бие (село)
18,Ымыяхтах (село)
18,Кысыл-Деревня (село)
18,Маймага (село)
18,11-Хомустах (село)
18,1-Хомустах (село)
18,Хамагатта (село)
18,Бетюнцы (село)
18,Арбын (село)
18,Едейцы (село)
18,Хатырык (село)
18,Тастах (село)
18,Искра (село)
18,Кобяконцы (село)
18,Тюбятцы (село)
18,Модутцы (село)
18,Салбанцы (село)
18,Воин (село)
18,Тарагай-Бясь (село)
18,Юнер-Олох (село)
19,Черский (поселок городского типа)
19,Андрюшкино (село)
19,Колымское (село)
19,Петушки (село)
19,Походск (село)
19,Чукочья (село)
19,Амбарчик (село)
19,Две Виски (село)
19,Ермолово (село)
19,Крестовая (село)
19,Михалкино (село)
19,Нижнеколымск (село)
19,Тимкино (село)
20,Нюрба (город)
20,Акана (село)
20,Антоновка (село)
20,Дикимдя (село)
20,Едей (село)
20,Жархан (село)
20,Кюндяде (село)
20,Малыкай (село)
20,Мар (село)
20,Хатын-Сысы (село)
20,Нюрбачан (село)
20,Сайылык (село)
20,Сюля (село)
20,Хаты (село)
20,Чаппанда (село)
20,Чукар (село)
20,Ынахсыт (село)
20,Энгольжа (село)
20,Бысыттах (село)
20,Салтаны (село)
20,Нефтебаза (село)
20,Чкалов (село)
20,Киров (село)
20,Арангастах (село)
21,Усть-Нера (поселок городского типа)
21,Арга-Мой (село)
21,Артык (поселок)
21,Нелькан (поселок)
21,Оймякон (село)
21,Октябрьский (село)
21,Ольчан (село)
21,Орто-Балаган (село)
21,Победа (село)
21,Предпорожный (поселок)
21,Сарылах (село)
21,Терют (село)
21,Томтор (село)
21,Эльгинский (поселок)
21,Ючюгей (село)
21,Делянкир (село)
21,Берег-Юрдя (село)
21,Хара-Тумул (село)
21,Агаякан (село)
21,Аэропорт (село)
21,Куйдусун (село)
21,Куранах-Сала (село)
21,Кюбеме (село)
22,Олекминск (город)
22,Абага (село)
22,Абага Центральная (село)
22,Бясь-Кюель (село)
22,Дабан (село)
22,Дельгей (село)
22,Заречный (поселок городского типа)
22,Иннях (село)
22,Куду-Кюель (село)
22,Кыллах (село)
22,Кяччи (село)
22,Марха (село)
22,Мача (село)
22,Нерюктяйинск 1-й (село)
22,Нерюктяйинск 2-й (село)
22,Олекминское (село)
22,Саныяхтах (село)
22,Солянка (село)
22,Тинная (село)
22,Токко (село)
22,Торго (поселок городского типа)
22,Троицк (село)
22,Тэгэн (село)
22,Тяня (село)
22,Улахан-Мунгку (село)
22,Урицкое (село)
22,Хоринцы (село)
22,Чапаево (село)
22,Юнкюр (село)
22,Балаганнах (село)
22,Бердинка (село)
22,Бирюк (село)
22,Бысыттах (село)
22,Даппарай (село)
22,Дикимдя (село)
22,Долон (село)
22,Жархан (село)
22,Килиер (село)
22,Кочегарово (село)
22,Кудай (село)
22,Куду-Бясь (село)
22,Куранда (село)
22,Мекимдя (село)
22,Нохтуйск (село)
22,Олбут (село)
22,Олом (село)
22,Оттох (село)
22,Русская Речка (село)
22,Тас-Анна (село)
22,Точильное (село)
22,Тюбя (село)
22,Харыйалах (село)
22,Хатын-Тумул (село)
22,Хойгуолах (село)
22,Ерт-Кюель (село)
22,Холго (село)
22,Черендей (село)
22,Малыкан (село)
22,Авиапорт (село)
22,Затон Лорпа (село)
22,Нефтебаза (село)
22,Селиваново (село)
22,Уолбут (село)
22,Алексеевка (село)
22,Аэропорт (населенный пункт)
22,Нефтебаза (населенный пункт)
22,Селиваново (населенный пункт)
22,Сосновка (населенный пункт)
22,Затон (населенный пункт)
22,Дорожная (населенный пункт)
22,Озерная (населенный пункт)
23,Оленек (село)
23,Жилинда (село)
23,Харыялах (село)
23,Эйик (село)
24,Среднеколымск (город)
24,Алеко-Кюель (село)
24,Аргахтах (село)
24,Березовка (село)
24,Налимск (село)
24,Ойусардах (село)
24,Сватай (село)
24,Сылгы-Ытар (село)
24,Хатынгнах (село)
24,Эбях (село)
24,Уродан (населенный пункт)
24,Лобуя (село)
24,Кульдино (населенный пункт)
24,Роман (населенный пункт)
24,Суччино (населенный пункт)
24,Соянги (село)
25,Сунтар (село)
25,Агдары (село)
25,Аллага (село)
25,Арылах (Жархан) (село)
25,Илимнир (село)
25,Кемпендяй (село)
25,Крестях (село)
25,Куокуну (село)
25,Кутана (село)
25,Кюкей (село)
25,Кюндяе (село)
25,Мар-Кюель (село)
25,Нахара (село)
25,Сарданга (село)
25,Тенкя (село)
25,Тойбохой (село)
25,Толон (село)
25,Туойдах (село)
25,Тюбяй (село)
25,Устье (село)
25,Усун-Кюель (село)
25,Хордогой (село)
25,Хоро (село)
25,Шея (село)
25,Эльгяй (село)
25,Арылах (село)
25,Тюбяй-Жархан (село)
25,Оюсут (село)
25,Чайыгда (село)
25,Тумул (село)
25,Харыялах (село)
25,Эльгян (село)
25,Милякэ (село)
25,Ыгыатта (село)
25,Нерюктяй (село)
25,Эйикяр (село)
25,Бясь-Шея (село)
25,Комсомол (село)
25,Бордон 3-й (село)
26,Ытык-Кюель (село)
26,Боробул (село)
26,Булун (село)
26,Дайа-Амга (село)
26,Дебдирге (село)
26,Кыйы (село)
26,Томтор (село)
26,Туора-Кюель (село)
26,Уолба (село)
26,Хара-Алдан (село)
26,Харбалах (село)
26,Черкех (село)
26,Чымнайи (село)
26,Чычымах (село)
26,Даккы (село)
27,Хандыга (поселок городского типа)
27,Джебарики-Хая (поселок городского типа)
27,Кескил (село)
27,Крест-Хальджай (село)
27,Мегино-Алдан (село)
27,Нежданинское (село)
27,Новый (село)
27,Охотский-Перевоз (село)
27,Теплый Ключ (село)
27,Тополиное (село)
27,Ары-Толон (село)
27,Ударник (село)
27,Бордой (село)
27,Сайды (село)
27,Аэропорт (село)
27,Развилка (село)
28,Борогонцы (село)
28,Ары-Тит (село)
28,Арылах (село)
28,Балаганнах (село)
28,Балыктах (село)
28,Бейдинга (село)
28,Бяди (село)
28,Бярийе (село)
28,Далы (село)
28,Дыгдал (село)
28,Дюпся (село)
28,Кептени (село)
28,Кылайы (село)
28,Маягас (село)
28,Огородтах (село)
28,Окоемовка (село)
28,Стойка уч-к (село)
28,Сасылыкан (село)
28,Сырдах (село)
28,Танда (село)
28,Тит-Ары (село)
28,Тулуна (село)
28,Тумул (село)
28,Ус-Кюель (село)
28,Усун-Кюель (село)
28,Хомустах (село)
28,Чаранг (село)
28,Чериктей (село)
28,Элясин (село)
28,Эселях (село)
28,Батагай (село)
28,Чиряпчи (село)
28,Мындаба (село)
28,Томтор (село)
28,Хоногор (село)
29,Усть-Мая (поселок городского типа)
29,Аллах-Юнь (поселок городского типа)
29,Белькачи (село)
29,Звездочка (поселок городского типа)
29,Кюпцы (село)
29,Петропавловск (село)
29,Солнечный (поселок городского типа)
29,Усть-Миль (село)
29,Эжанцы (село)
29,Эльдикан (поселок городского типа)
29,Югоренок (поселок городского типа)
29,Усть-Ыныкчан (село)
29,8-й км (село)
30,Депутатский (поселок городского типа)
30,Казачье (село)
30,Нижнеянск (поселок)
30,Сайылык (село)
30,Северный (поселок)
30,Тумат (село)
30,Усть-Куйга (поселок)
30,Усть-Янск (село)
30,Уяндино (село)
30,Хайыр (село)
30,Юкагир (село)
31,Покровск (город)
31,Бестях (село)
31,Булгунняхтах (село)
31,Едей (село)
31,Исит (село)
31,Качикатцы (село)
31,Кердем (село)
31,Кытыл-Дюра (село)
31,Мохсоголлох (поселок городского типа)
31,Ой (село)
31,Октемцы (село)
31,Синск (село)
31,Техтюр (село)
31,Тит-Ары (село)
31,Тит-Эбя (село)
31,Улах-Ан (село)
31,Улахан-Ан (село)
31,Чапаево (село)
31,Тумул (село)
31,Кысыл-Юрюйя (село)
31,Хоточчу (село)
31,Чкалов (село)
31,Еланка (село)
31,Нуочаха (село)
31,Нохорой (село)
31,Тойон-Ары (село)
31,Карапатское (село)
31,Харыялах (село)
31,Чаранг (село)
32,Чурапча (село)
32,Арылах (село)
32,Диринг (село)
32,Дябыла (село)
32,Маралайы (село)
32,Мындагай (село)
32,Мырыла (село)
32,Телей-Диринг (село)
32,Толон (Чакырского наслега) (село)
32,Туора-Кюель (село)
32,Усун-Кюель (село)
32,Харбала 1-я (село)
32,Харбала 2-я (село)
32,Чыаппара (село)
32,Юрюнг-Кюель (село)
32,Килянки (село)
32,Толон (Бахсытского наслега) (село)
32,Лебия (село)
32,Кындал (село)
32,Кыстык Кугда (село)
32,Василий Аласа (село)
32,Юрях-Кюере (село)
32,Хахыях (село)
32,Беря (село)
32,Дярла (село)
32,Тея (село)
32,Улахан-Кюель (село)
32,Мяндийе (село)
32,Уорга (село)
32,Улахан-Эбя (село)
32,Мельджехси (село)
33,Батагай-Алыта (село)
33,Джаргалах (село)
33,Кустур (село)
34,Нерюнгри (город)
34,Беркакит (поселок городского типа)
34,Нагорный (поселок городского типа)
34,Золотинка (поселок городского типа)
34,Серебряный Бор (поселок городского типа)
34,Иенгра (село)
34,Хани (поселок городского типа)
34,Чульман (поселок городского типа)
34,Большой Хатыми (село)
35,Якутск (город)
35,Кангалассы (поселок)
35,Маган (село)
35,Марха (поселок)
35,Табага (село)
35,Тулагино (село)
35,Хатассы (село)
35,Капитоновка (село)
35,Кильдямцы (село)
35,Пригородный (село)
35,Сырдах (село)
35,Владимировка (село)
35,Намцыр (село)
35,Старая Табага (село)
36,Жатай (поселок)
